"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/null/Null1.feature: [4] A literal null IS null","10","test_a_literal_null_is_null","tests.tck","Thu May 14 13:59:04 CST 2026","passed","Thu May 14 13:59:04 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternPredicates.feature: [14] Using a pattern predicate after aggregation 2","63","test_using_a_pattern_predicate_after_aggregation_2","tests.tck","Thu May 14 14:01:30 CST 2026","passed","Thu May 14 14:01:30 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison3.feature: [3] Handling numerical ranges 3","153","test_handling_numerical_ranges_3","tests.tck","Thu May 14 13:58:42 CST 2026","broken","Thu May 14 13:58:42 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [3] Single quantifier on list literal containing integers","103","test_single_quantifier_on_list_literal_containing_integers[[2, -10, 3, 9, 0]-x < 10-false]","tests.tck","Thu May 14 13:59:27 CST 2026","passed","Thu May 14 13:59:28 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/useCases/triadicSelection/TriadicSelection1.feature: [4] Handling triadic friend of a friend that is not a friend with superset of relationship type","0","test_handling_triadic_friend_of_a_friend_that_is_not_a_friend_with_superset_of_relationship_type","tests.tck","Thu May 14 14:01:45 CST 2026","broken","Thu May 14 14:01:45 CST 2026","","test_use_cases","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [25] Fail on sorting by an aggregation","73","test_fail_on_sorting_by_an_aggregation[count(1)]","tests.tck","Thu May 14 13:58:12 CST 2026","failed","Thu May 14 13:58:12 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean4.feature: [4] Fail when using NOT on a non-boolean literal","21","test_fail_when_using_not_on_a_nonboolean_literal[{a: 12, b: true}]","tests.tck","Thu May 14 13:58:35 CST 2026","failed","Thu May 14 13:58:35 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [3] Sort by two expressions, first in descending order, second in ascending order","133","test_sort_by_two_expressions_first_in_descending_order_second_in_ascending_order[a.bool DESC, a.num ASCENDING]","tests.tck","Thu May 14 13:58:15 CST 2026","failed","Thu May 14 13:58:15 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [4] Should compute duration between two temporals in days","154","test_should_compute_duration_between_two_temporals_in_days[localdatetime('2015-07-21T21:40:32.142')-localtime('16:30')-'PT0S']","tests.tck","Thu May 14 14:00:10 CST 2026","failed","Thu May 14 14:00:10 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [10] Should select date and time into date time","75","test_should_select_date_and_time_into_date_time[date({year: 1984, month: 10, day: 11})-datetime({year: 1984, month: 10, day: 11, hour: 12, timezone: 'Europe/Stockholm'})-{date: otherDate, time: otherTime}-'1984-10-11T12:00+01:00[Europe/Stockholm]']","tests.tck","Thu May 14 14:00:25 CST 2026","failed","Thu May 14 14:00:25 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [11] All quantifier with IS NULL predicate","27","test_all_quantifier_with_is_null_predicate[[null, 123, null, null]-false]","tests.tck","Thu May 14 13:59:41 CST 2026","passed","Thu May 14 13:59:41 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [28] List predicate takes precedence over binary boolean operators in every combination of truth values","0","test_list_predicate_takes_precedence_over_binary_boolean_operators_in_every_combination_of_truth_values[OR]","tests.tck","Thu May 14 13:59:13 CST 2026","broken","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternPredicates.feature: [6] Filter using a pattern predicate that is a logical OR between one expression and a negated subquery","96","test_filter_using_a_pattern_predicate_that_is_a_logical_or_between_one_expression_and_a_negated_subquery","tests.tck","Thu May 14 14:01:29 CST 2026","passed","Thu May 14 14:01:30 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match4.feature: [2] Simple variable length pattern","132","test_simple_variable_length_pattern","tests.tck","Thu May 14 13:56:37 CST 2026","broken","Thu May 14 13:56:37 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ShortestPathAcceptance.feature: [15] Find all shortest paths","67","test_find_all_shortest_paths","tests.tck","Thu May 14 14:01:34 CST 2026","passed","Thu May 14 14:01:34 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match9.feature: [7] Matching relationships into a list and matching variable length using the list, with bound nodes, wrong direction","215","test_matching_relationships_into_a_list_and_matching_variable_length_using_the_list_with_bound_nodes_wrong_direction","tests.tck","Thu May 14 13:57:04 CST 2026","broken","Thu May 14 13:57:04 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ReturnAcceptance.feature: [3] Accessing a list with null should return null","11","test_accessing_a_list_with_null_should_return_null","tests.tck","Thu May 14 14:01:32 CST 2026","passed","Thu May 14 14:01:32 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier7.feature: [1] Any quantifier can nest itself and other quantifiers on nested lists","15","test_any_quantifier_can_nest_itself_and_other_quantifiers_on_nested_lists[none(y IN x WHERE y = 'def')-true]","tests.tck","Thu May 14 13:59:43 CST 2026","passed","Thu May 14 13:59:43 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [1] Should truncate date","115","test_should_truncate_date['week'-datetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'})-{}-'1984-10-08']","tests.tck","Thu May 14 14:00:39 CST 2026","failed","Thu May 14 14:00:39 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean2.feature: [4] Disjunction is commutative on non-null","30","test_disjunction_is_commutative_on_nonnull","tests.tck","Thu May 14 13:58:32 CST 2026","passed","Thu May 14 13:58:32 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [10] Should select date and time into date time","25","test_should_select_date_and_time_into_date_time[date({year: 1984, month: 10, day: 11})-localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{date: otherDate, time: otherTime, day: 28, second: 42, timezone: 'Pacific/Honolulu'}-'1984-10-28T12:31:42.645876123-10:00[Pacific/Honolulu]']","tests.tck","Thu May 14 14:00:24 CST 2026","failed","Thu May 14 14:00:24 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [2] Should truncate datetime","17","test_should_truncate_datetime['day'-localdatetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{nanosecond: 2}-'1984-10-11T00:00:00.000000002Z']","tests.tck","Thu May 14 14:00:43 CST 2026","failed","Thu May 14 14:00:43 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean3.feature: [8] Fail on exclusive disjunction of at least one non-booleans","40","test_fail_on_exclusive_disjunction_of_at_least_one_nonbooleans[123-'foo']","tests.tck","Thu May 14 13:58:33 CST 2026","failed","Thu May 14 13:58:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [7] Should construct local date time","23","test_should_construct_local_date_time[{year: 1984, week: 10, dayOfWeek: 3}-'1984-03-07T00:00']","tests.tck","Thu May 14 13:59:59 CST 2026","broken","Thu May 14 13:59:59 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals6.feature: [7] Return a single-quoted string with 1000 characters","12","test_return_a_singlequoted_string_with_1000_characters","tests.tck","Thu May 14 13:59:01 CST 2026","passed","Thu May 14 13:59:01 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [2] Should construct week localdatetime","8","test_should_construct_week_localdatetime[{year: 1818, week: 1}-'1817-12-29T00:00']","tests.tck","Thu May 14 13:59:55 CST 2026","broken","Thu May 14 13:59:55 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/graph/Graph9.feature: [1] `properties()` on a node","174","test_properties_on_a_node","tests.tck","Thu May 14 13:58:53 CST 2026","passed","Thu May 14 13:58:53 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/union/Union2.feature: [1] Two elements, both unique, not distinct","97","test_two_elements_both_unique_not_distinct","tests.tck","Thu May 14 13:57:47 CST 2026","passed","Thu May 14 13:57:47 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ConstraintAcceptance.feature: [17] Works fine with index and constraint","213","test_works_fine_with_index_and_constraint","tests.tck","Thu May 14 14:01:04 CST 2026","broken","Thu May 14 14:01:04 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [4] Any quantifier on list literal containing floats","19","test_any_quantifier_on_list_literal_containing_floats[[2.1, 2.1]-x = 2.1-true]","tests.tck","Thu May 14 13:59:33 CST 2026","passed","Thu May 14 13:59:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy1.feature: [25] Sort by an integer variable projected from a node property in ascending order","146","test_sort_by_an_integer_variable_projected_from_a_node_property_in_ascending_order[num]","tests.tck","Thu May 14 13:57:54 CST 2026","passed","Thu May 14 13:57:54 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match5.feature: [11] Handling upper and lower bounded variable length match, empty interval 1","167","test_handling_upper_and_lower_bounded_variable_length_match_empty_interval_1","tests.tck","Thu May 14 13:56:40 CST 2026","broken","Thu May 14 13:56:41 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [1] Should split between boundaries correctly","190","test_should_split_between_boundaries_correctly[localdatetime('2018-01-01T10:00:00.2')-localdatetime('2018-01-02T10:00:00.1')-'PT23H59M59.9S'-0-86399-900000000]","tests.tck","Thu May 14 14:00:05 CST 2026","failed","Thu May 14 14:00:06 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return2.feature: [8] Returning label predicate expression","143","test_returning_label_predicate_expression","tests.tck","Thu May 14 13:57:28 CST 2026","failed","Thu May 14 13:57:28 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [10] Should select date and time into date time","22","test_should_select_date_and_time_into_date_time[date({year: 1984, month: 10, day: 11})-localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{date: otherDate, time: otherTime, day: 28, second: 42}-'1984-10-28T12:31:42.645876123Z']","tests.tck","Thu May 14 14:00:24 CST 2026","failed","Thu May 14 14:00:24 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match4.feature: [5] Matching variable length pattern with property predicate","112","test_matching_variable_length_pattern_with_property_predicate","tests.tck","Thu May 14 13:56:38 CST 2026","failed","Thu May 14 13:56:38 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean3.feature: [4] Exclusive disjunction is commutative on non-null","6","test_exclusive_disjunction_is_commutative_on_nonnull","tests.tck","Thu May 14 13:58:33 CST 2026","passed","Thu May 14 13:58:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [8] Should select date into date time","18","test_should_select_date_into_date_time[datetime({year: 1984, month: 10, day: 11, hour: 12, timezone: '+01:00'})-{date: other, day: 28, hour: 10, minute: 10, second: 10, timezone: 'Pacific/Honolulu'}-'1984-10-28T10:10:10-10:00[Pacific/Honolulu]']","tests.tck","Thu May 14 14:00:23 CST 2026","failed","Thu May 14 14:00:23 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [2] Should select local time","34","test_should_select_local_time[datetime({year: 1984, month: 10, day: 11, hour: 12, timezone: '+01:00'})-other-'12:00']","tests.tck","Thu May 14 14:00:19 CST 2026","failed","Thu May 14 14:00:19 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier7.feature: [4] Any quantifier is equal the boolean negative of the none quantifier","38","test_any_quantifier_is_equal_the_boolean_negative_of_the_none_quantifier[x < 7]","tests.tck","Thu May 14 13:59:44 CST 2026","passed","Thu May 14 13:59:44 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [1] Sort by two expressions, both in ascending order","118","test_sort_by_two_expressions_both_in_ascending_order[a.bool ASC, a.num ASCENDING]","tests.tck","Thu May 14 13:58:14 CST 2026","failed","Thu May 14 13:58:14 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/aggregation/Aggregation2.feature: [9] `max()` over list values","24","test_max_over_list_values","tests.tck","Thu May 14 13:58:29 CST 2026","broken","Thu May 14 13:58:29 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [8] Sort by a string expression in descending order","224","test_sort_by_a_string_expression_in_descending_order[a.title + ' ' + a.name DESC]","tests.tck","Thu May 14 13:58:06 CST 2026","broken","Thu May 14 13:58:07 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal4.feature: [2] Should store date array","76","test_should_store_date_array[[date({year: 1984, month: 10, day: 12})]-['1984-10-12']]","tests.tck","Thu May 14 14:00:27 CST 2026","broken","Thu May 14 14:00:27 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [15] Fail any quantifier on type mismatch between list elements and predicate","13","test_fail_any_quantifier_on_type_mismatch_between_list_elements_and_predicate[['Clara', 'Bob', 'Dave', 'Alice']-x % 2 = 0]","tests.tck","Thu May 14 13:59:37 CST 2026","failed","Thu May 14 13:59:37 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create4.feature: [1] Generate the movie graph","84","test_generate_the_movie_graph","tests.tck","Thu May 14 13:56:09 CST 2026","failed","Thu May 14 13:56:09 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ForeachAcceptance.feature: [2] Merging inside a FOREACH using a previously matched node","146","test_merging_inside_a_foreach_using_a_previously_matched_node","tests.tck","Thu May 14 14:01:05 CST 2026","failed","Thu May 14 14:01:05 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ConstraintAcceptance.feature: [6] Should match on merge using multiple unique indexes and labels if only found single node for both indexes","257","test_should_match_on_merge_using_multiple_unique_indexes_and_labels_if_only_found_single_node_for_both_indexes","tests.tck","Thu May 14 14:01:01 CST 2026","broken","Thu May 14 14:01:02 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/SkipLimitAcceptance.feature: [26] PartialTop with limit 0","79","test_partialtop_with_limit_0","tests.tck","Thu May 14 14:01:36 CST 2026","broken","Thu May 14 14:01:36 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [2] All quantifier on list literal","29","test_all_quantifier_on_list_literal[[]-x-true]","tests.tck","Thu May 14 13:59:37 CST 2026","passed","Thu May 14 13:59:37 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List6.feature: [2] Setting and returning the size of a list property","158","test_setting_and_returning_the_size_of_a_list_property","tests.tck","Thu May 14 13:58:58 CST 2026","broken","Thu May 14 13:58:58 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [10] All quantifier on lists containing nulls","12","test_all_quantifier_on_lists_containing_nulls[[34, 10, null, 15, 900]-x < 10-false]","tests.tck","Thu May 14 13:59:41 CST 2026","passed","Thu May 14 13:59:41 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal5.feature: [7] Should provide accessors for duration","169","test_should_provide_accessors_for_duration","tests.tck","Thu May 14 14:00:30 CST 2026","broken","Thu May 14 14:00:30 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [1] Should truncate date","45","test_should_truncate_date['weekYear'-datetime({year: 1984, month: 1, day: 1, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'})-{}-'1983-01-03']","tests.tck","Thu May 14 14:00:37 CST 2026","failed","Thu May 14 14:00:37 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy4.feature: [7] Sort by an alias of a projected expression where the alias shadows an existing variable","170","test_sort_by_an_alias_of_a_projected_expression_where_the_alias_shadows_an_existing_variable","tests.tck","Thu May 14 13:58:23 CST 2026","passed","Thu May 14 13:58:23 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [19] Comparison operators takes precedence over boolean negation in every combination of truth values","0","test_comparison_operators_takes_precedence_over_boolean_negation_in_every_combination_of_truth_values[<]","tests.tck","Thu May 14 13:59:13 CST 2026","broken","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier10.feature: [2] Single quantifier is always false if the predicate is statically true and the list has more than one element","143","test_single_quantifier_is_always_false_if_the_predicate_is_statically_true_and_the_list_has_more_than_one_element","tests.tck","Thu May 14 13:59:23 CST 2026","broken","Thu May 14 13:59:23 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List11.feature: [1] Create list from `range()` with default step","14","test_create_list_from_range_with_default_step[-1-0-[-1, 0]]","tests.tck","Thu May 14 13:58:54 CST 2026","passed","Thu May 14 13:58:54 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/set/Set6.feature: [8] Limiting to zero results after adding a label on nodes affects the result set but not the side effects","81","test_limiting_to_zero_results_after_adding_a_label_on_nodes_affects_the_result_set_but_not_the_side_effects","tests.tck","Thu May 14 13:57:45 CST 2026","broken","Thu May 14 13:57:45 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/graph/Graph5.feature: [5] Label expression on null","101","test_label_expression_on_null","tests.tck","Thu May 14 13:58:50 CST 2026","failed","Thu May 14 13:58:50 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean5.feature: [8] De Morgan's law on non-null: the negation of a conjunction is the disjunction of the negations","134","test_de_morgans_law_on_nonnull_the_negation_of_a_conjunction_is_the_disjunction_of_the_negations","tests.tck","Thu May 14 13:58:36 CST 2026","passed","Thu May 14 13:58:36 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [10] Any quantifier on lists containing nulls","81","test_any_quantifier_on_lists_containing_nulls[[4, 0, null, -15, 9]-x < 10-true]","tests.tck","Thu May 14 13:59:35 CST 2026","passed","Thu May 14 13:59:35 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/unwind/Unwind1.feature: [4] Unwinding a collected unwound expression","7","test_unwinding_a_collected_unwound_expression","tests.tck","Thu May 14 13:57:48 CST 2026","passed","Thu May 14 13:57:48 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [9] Fail when a relationship has the same variable in the same pattern","117","test_fail_when_a_relationship_has_the_same_variable_in_the_same_pattern[()-[r]-(), (), (r)]","tests.tck","Thu May 14 13:56:22 CST 2026","failed","Thu May 14 13:56:22 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [6] Single quantifier on list literal containing lists","39","test_single_quantifier_on_list_literal_containing_lists[[[1, 2, 3], ['a']]-size(x) = 3-true]","tests.tck","Thu May 14 13:59:29 CST 2026","passed","Thu May 14 13:59:29 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/string/String8.feature: [1] Finding exact matches with non-proper prefix","175","test_finding_exact_matches_with_nonproper_prefix","tests.tck","Thu May 14 13:59:50 CST 2026","passed","Thu May 14 13:59:50 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [5] Any quantifier on list literal containing strings","15","test_any_quantifier_on_list_literal_containing_strings[['ef']-size(x) = 3-false]","tests.tck","Thu May 14 13:59:34 CST 2026","passed","Thu May 14 13:59:34 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier7.feature: [2] Any quantifier can nest itself and other quantifiers on the same list","11","test_any_quantifier_can_nest_itself_and_other_quantifiers_on_the_same_list[any(y IN list WHERE x = 10 * y)-false]","tests.tck","Thu May 14 13:59:44 CST 2026","passed","Thu May 14 13:59:44 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/aggregation/Aggregation2.feature: [8] `min()` over strings","13","test_min_over_strings","tests.tck","Thu May 14 13:58:29 CST 2026","broken","Thu May 14 13:58:29 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/union/Union2.feature: [3] Two single-column inputs, one with duplicates, not distinct","95","test_two_singlecolumn_inputs_one_with_duplicates_not_distinct","tests.tck","Thu May 14 13:57:47 CST 2026","passed","Thu May 14 13:57:47 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match7.feature: [7] MATCH with OPTIONAL MATCH in longer pattern","153","test_match_with_optional_match_in_longer_pattern","tests.tck","Thu May 14 13:56:55 CST 2026","broken","Thu May 14 13:56:55 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ForeachAcceptance.feature: [8] Should handle running merge inside a foreach loop","80","test_should_handle_running_merge_inside_a_foreach_loop","tests.tck","Thu May 14 14:01:06 CST 2026","failed","Thu May 14 14:01:06 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create1.feature: [4] Create two nodes with same label","114","test_create_two_nodes_with_same_label","tests.tck","Thu May 14 13:56:05 CST 2026","broken","Thu May 14 13:56:05 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List11.feature: [1] Create list from `range()` with default step","12","test_create_list_from_range_with_default_step[-1-1-[-1, 0, 1]]","tests.tck","Thu May 14 13:58:54 CST 2026","passed","Thu May 14 13:58:54 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/map/Map1.feature: [1] Statically access a field of a non-null map","6","test_statically_access_a_field_of_a_nonnull_map","tests.tck","Thu May 14 13:59:03 CST 2026","passed","Thu May 14 13:59:03 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return2.feature: [18] Fail on projecting a non-existent function","58","test_fail_on_projecting_a_nonexistent_function","tests.tck","Thu May 14 13:57:30 CST 2026","failed","Thu May 14 13:57:30 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier1.feature: [3] None quantifier on list literal containing integers","14","test_none_quantifier_on_list_literal_containing_integers[[200, 15, 36, 21, 10]-x < 10-true]","tests.tck","Thu May 14 13:59:20 CST 2026","passed","Thu May 14 13:59:20 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [4] Should truncate localtime","15","test_should_truncate_localtime['minute'-time({hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'})-{}-'12:31']","tests.tck","Thu May 14 14:00:47 CST 2026","failed","Thu May 14 14:00:47 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/merge/Merge5.feature: [22] Fail when imposing new predicates on a variable that is already bound","18","test_fail_when_imposing_new_predicates_on_a_variable_that_is_already_bound","tests.tck","Thu May 14 13:57:20 CST 2026","passed","Thu May 14 13:57:20 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [17] Negation takes precedence over conjunction in every combination of truth values","69","test_negation_takes_precedence_over_conjunction_in_every_combination_of_truth_values","tests.tck","Thu May 14 13:59:13 CST 2026","passed","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals7.feature: [8] Return a list containing a string","9","test_return_a_list_containing_a_string","tests.tck","Thu May 14 13:59:02 CST 2026","passed","Thu May 14 13:59:02 CST 2026","","test_expressions","",""
